id,order_id,meal_id
176,89,339
177,90,168
178,90,173
179,91,45
180,91,40
181,91,43
182,91,51
183,92,26
184,92,23
185,92,26
186,92,24
187,93,8
188,93,9
189,93,3
190,93,5
191,93,9
192,94,38
193,94,32
194,94,31
195,95,340
196,96,27
197,97,171
198,97,174
199,98,297
200,98,294
201,99,38
202,101,145
203,101,138
204,101,136
205,102,101
206,102,98
207,102,100
208,103,14
209,103,17
210,103,21
211,105,314
212,105,319
213,105,311
214,105,311
215,105,317
216,106,40
217,106,50
218,106,42
219,106,49
220,107,282
221,108,282
222,109,93
223,109,87
224,110,183
225,110,188
226,110,178
227,111,48
228,111,44
229,113,237
230,113,233
231,113,226
232,113,236
233,114,95
234,115,251
235,115,247
236,115,251
237,115,241
238,115,247
239,116,63
240,117,265
241,117,271
242,118,23
243,118,27
244,119,117
245,119,116
246,119,112
247,120,139
248,120,145
249,120,136
250,120,144
251,122,293
252,122,287
253,123,84
254,123,83
255,123,76
256,125,221
257,126,39
258,127,266
259,128,259
260,128,259
261,128,257
262,128,260
263,128,254
264,129,246
265,129,239
266,129,249
267,131,273
268,131,268
269,131,271
270,132,261
271,133,287
272,133,289
273,133,290
274,133,288
275,133,293
276,134,101
277,134,98
278,134,97
279,135,14
280,135,12
281,135,17
282,137,222
283,138,116
284,139,22
285,139,24
286,139,27
287,140,47
288,140,44
289,140,51
290,141,2
291,141,3
292,141,7
293,141,7
294,141,6
295,143,332
296,143,335
297,143,335
298,144,182
299,145,228
300,145,236
301,145,227
302,145,229
303,145,228
304,146,25
305,147,324
306,148,307
307,149,227
308,149,232
309,150,142
310,151,112
311,152,254
312,152,253
313,154,327
314,156,131
315,156,126
316,156,132
317,158,146
318,158,143
319,158,146
320,161,169
321,162,340
322,163,165
323,163,168
324,164,217
325,164,222
326,164,215
327,164,221
328,165,247
329,166,312
330,167,156
331,168,316
332,168,314
333,168,315
334,168,313
335,169,97
336,170,347
337,170,342
338,170,348
339,172,9
340,172,7
341,172,10
342,172,9
343,173,161
344,173,155
345,173,159
346,174,331
347,174,332
348,174,333
349,175,314
350,175,312
351,176,329
352,176,324
353,176,321
354,177,26
355,177,22
356,177,23
357,177,22
358,177,26
359,178,337
360,178,341
361,178,339
362,178,344
363,179,247
364,179,244
365,179,242
366,179,249
367,180,154
368,181,214
369,182,149
370,183,119
371,185,227
372,185,236
373,186,53
374,186,53
375,186,56
376,186,54
377,186,57
378,187,142
379,187,139
380,188,89
381,189,12
382,189,14
383,189,21
384,190,64
385,190,69
386,191,260
387,192,84
388,193,257
389,193,255
390,193,262
391,193,256
392,194,263
393,194,268
394,194,264
395,194,273
396,195,332
397,195,333
398,195,330
399,197,178
400,197,185
401,197,186
402,198,39
403,198,46
404,199,232
405,200,258
406,200,262
407,201,232
408,201,231
409,202,95
410,202,85
411,204,333
412,204,333
413,205,76
414,205,83
415,205,79
416,206,193
417,207,14
418,207,11
419,207,11
420,207,20
421,210,145
422,210,145
423,211,252
424,212,6
425,213,225
426,214,55
427,216,176
428,216,187
429,216,180
430,217,326
431,218,278
432,219,329
433,220,293
434,220,287
435,220,296
436,220,288
437,221,145
438,221,141
439,222,36
440,223,246
441,224,98
442,225,220
443,226,269
444,226,272
445,228,341
446,228,340
447,228,344
448,229,44
449,230,46
450,230,46
451,230,42
452,230,51
453,231,312
454,232,243
455,233,172
456,234,107
457,234,101
458,235,301
459,235,299
460,235,306
461,238,186
462,238,186
463,238,188
464,238,176
465,239,234
466,239,235
467,239,226
468,240,230
469,240,233
470,241,304
471,241,304
472,241,302
473,243,114
474,243,117
475,244,14
476,245,90
477,246,101
478,246,102
479,247,328
480,248,252
481,248,242
482,248,241
483,249,213
484,249,209
485,249,210
486,250,168
487,250,170
488,250,175
489,251,5
490,251,7
491,251,8
492,251,1
493,251,9
494,252,137
495,252,137
496,252,136
497,253,185
498,254,236
499,254,236
500,255,6
501,255,3
502,255,6
503,256,157
504,256,148
505,257,223
506,259,89
507,260,269
508,261,57
509,262,343
510,262,337
511,262,348
512,263,151
513,263,147
514,263,161
515,264,214
516,264,214
517,264,210
518,266,259
519,266,258
520,267,344
521,268,180
522,268,176
523,268,177
524,269,46
525,269,41
526,269,39
527,270,103
528,270,104
529,270,99
530,271,224
531,272,16
532,272,15
533,272,12
534,273,104
535,273,105
536,273,98
537,274,317
538,274,317
539,276,59
540,276,74
541,276,71
542,276,60
543,278,155
544,278,155
545,278,162
546,279,205
547,279,209
548,280,258
549,282,262
550,283,252
551,284,47
552,284,48
553,285,147
554,285,147
555,285,159
556,285,161
557,286,301
558,287,223
559,287,223
560,287,218
561,288,236
562,288,238
563,288,232
564,288,236
565,289,228
566,289,226
567,290,243
568,291,223
569,291,220
570,292,300
571,293,72
572,293,71
573,293,65
574,294,225
575,294,216
576,295,96
577,295,100
578,296,3
579,297,280
580,298,253
581,300,20
582,300,18
583,300,20
584,300,18
585,300,19
586,301,301
587,301,307
588,301,310
589,303,146
590,304,239
591,304,245
592,304,245
593,305,332
594,305,332
595,305,334
596,305,330
597,306,293
598,306,296
599,308,326
600,308,325
601,308,325
602,309,165
603,310,191
604,310,192
605,311,73
606,311,63
607,312,220
608,313,338
609,313,348
610,315,177
611,315,187
612,316,58
613,317,22
614,317,27
615,318,111
616,318,111
617,319,277
618,319,277
619,319,281
620,320,313
621,320,313
622,320,318
623,320,312
624,320,313
625,321,167
626,321,170
627,322,271
628,322,271
629,323,9
630,323,7
631,324,219
632,325,13
633,325,18
634,326,269
635,326,271
636,327,123
637,328,269
638,328,266
639,328,271
640,328,264
641,328,267
642,329,235
643,330,219
644,330,220
645,330,219
646,331,188
647,332,276
648,332,279
649,332,282
650,334,154
651,335,324
652,335,322
653,338,112
654,339,218
655,340,181
656,340,176
657,341,1
658,341,9
659,341,2
660,341,9
661,342,282
662,342,275
663,342,275
664,343,25
665,344,99
666,346,304
667,346,304
668,347,11
669,348,45
670,349,62
671,350,158
672,351,47
673,351,44
674,351,42
675,351,44
676,352,307
677,352,309
678,352,300
679,352,304
680,353,280
681,353,278
682,354,338
683,355,63
684,355,65
685,356,306
686,356,307
687,358,221
688,358,224
689,359,25
690,359,27
691,359,25
692,359,25
693,360,85
694,360,90
695,360,94
696,360,92
697,360,92
698,361,257
699,362,254
700,362,261
701,362,256
702,363,23
703,363,24
704,364,97
705,364,105
706,364,105
707,365,241
708,365,251
709,365,250
710,366,45
711,366,40
712,367,212
713,367,214
714,368,159
715,368,160
716,368,154
717,368,155
718,369,324
719,373,201
720,373,204
721,373,191
722,374,156
723,375,256
724,375,258
725,376,332
726,376,333
727,376,336
728,377,36
729,378,78
730,379,91
731,379,85
732,379,95
733,381,1
734,382,201
735,383,229
736,383,226
737,383,234
738,383,232
739,384,187
740,385,56
741,386,203
742,386,203
743,387,317
744,387,312
745,387,315
746,387,316
747,388,83
748,388,83
749,389,107
750,389,98
751,390,169
752,390,172
753,391,25
754,391,27
755,391,23
756,392,269
757,392,267
758,392,264
759,393,204
760,394,342
761,394,340
762,395,256
763,396,14
764,396,17
765,397,177
766,397,180
767,398,162
768,398,153
769,399,343
770,400,260
771,401,8
772,401,2
773,402,57
774,402,58
775,402,56
776,402,54
777,403,176
778,404,113
779,404,111
780,406,192
781,408,259
782,408,261
783,409,25
784,409,22
785,411,276
786,411,277
787,411,279
788,411,278
789,412,289
790,413,185
791,414,257
792,415,103
793,415,102
794,416,95
795,416,88
796,417,88
797,418,279
798,418,275
799,419,177
800,420,11
801,422,78
802,424,67
803,424,70
804,424,59
805,424,74
806,424,70
807,425,20
808,425,21
809,425,17
810,426,219
811,427,341
812,427,347
813,427,350
814,428,246
815,428,251
816,428,247
817,429,233
818,429,238
819,429,231
820,430,294
821,430,297
822,430,292
823,431,189
824,431,178
825,432,153
826,432,149
827,434,38
828,434,33
829,435,257
830,435,253
831,436,281
832,436,281
833,437,211
834,437,212
835,438,204
836,438,198
837,438,200
838,439,52
839,439,54
840,440,264
841,440,273
842,441,292
843,442,54
844,442,54
845,442,53
846,442,52
847,442,52
848,444,348
849,444,337
850,444,347
851,444,338
852,444,340
853,446,258
854,447,222
855,448,41
856,449,93
857,449,86
858,449,91
859,449,91
860,451,345
861,451,347
862,451,348
863,451,341
864,451,346
865,452,47
866,452,45
867,453,304
868,453,304
869,453,304
870,454,174
871,454,173
872,454,174
873,454,168
874,455,141
875,456,56
876,457,323
877,458,91
878,459,263
879,459,267
880,460,80
881,460,84
882,461,304
883,461,309
884,462,77
885,462,75
886,462,78
887,462,78
888,463,197
889,463,199
890,463,204
891,464,253
892,464,261
893,464,261
894,464,258
895,465,144
896,465,143
897,466,5
898,466,1
899,467,331
900,467,335
901,467,335
902,468,150
903,470,192
904,471,236
905,471,236
906,471,232
907,472,260
908,472,257
909,472,255
910,474,171
911,474,169
912,475,106
913,475,108
914,475,102
915,476,300
916,476,306
917,476,304
918,476,306
919,477,25
920,477,23
921,477,26
922,478,51
923,478,41
924,478,51
925,478,40
926,479,234
927,479,229
928,480,86
929,481,76
930,481,78
931,481,84
932,481,83
933,482,22
934,483,218
935,483,217
936,484,209
937,484,211
938,484,214
939,484,212
940,484,209
941,485,209
942,486,2
943,488,9
944,488,9
945,489,145
946,490,151
947,490,161
948,491,185
949,491,188
950,491,184
951,493,333
952,493,331
953,493,331
954,497,67
955,497,63
956,497,69
957,499,331
958,499,332
959,500,284
960,501,309
961,501,310
962,502,102
963,502,108
964,503,319
965,504,235
966,505,296
967,505,287
968,506,50
969,507,341
970,507,345
971,507,347
972,508,13
973,508,15
974,508,21
975,508,13
976,509,60
977,510,268
978,511,47
979,511,39
980,513,185
981,514,280
982,515,322
983,517,86
984,517,95
985,517,94
986,518,51
987,519,250
988,519,249
989,520,228
990,521,208
991,521,210
992,522,305
993,522,307
994,522,309
995,522,309
996,522,305
997,523,172
998,523,164
999,524,138
1000,524,139
1001,525,4
1002,526,296
1003,526,297
1004,526,289
1005,527,182
1006,528,61
1007,529,210
1008,529,208
1009,530,333
1010,530,333
1011,530,336
1012,531,5
1013,531,4
1014,533,47
1015,534,64
1016,534,72
1017,534,60
1018,534,68
1019,535,209
1020,536,206
1021,536,205
1022,537,103
1023,537,100
1024,537,101
1025,537,105
1026,538,71
1027,538,60
1028,538,67
1029,538,74
1030,539,240
1031,539,242
1032,540,88
1033,542,56
1034,543,114
1035,543,121
1036,543,109
1037,544,55
1038,546,234
1039,548,310
1040,548,299
1041,548,304
1042,549,212
1043,549,205
1044,551,88
1045,551,91
1046,551,86
1047,552,333
1048,552,331
1049,553,26
1050,554,188
1051,554,187
1052,554,178
1053,555,211
1054,556,297
1055,556,290
1056,558,27
1057,558,24
1058,559,159
1059,559,147
1060,561,9
1061,561,7
1062,562,272
1063,562,267
1064,563,149
1065,563,154
1066,563,156
1067,563,148
1068,565,350
1069,565,337
1070,565,337
1071,565,341
1072,567,85
1073,567,89
1074,567,89
1075,568,307
1076,568,310
1077,569,86
1078,569,91
1079,569,94
1080,569,90
1081,570,305
1082,571,79
1083,571,83
1084,572,134
1085,573,316
1086,574,302
1087,574,305
1088,574,302
1089,575,325
1090,575,320
1091,575,327
1092,575,324
1093,576,217
1094,576,215
1095,576,215
1096,576,224
1097,576,219
1098,577,157
1099,577,147
1100,578,6
1101,578,5
1102,579,112
1103,579,110
1104,580,22
1105,581,304
1106,581,304
1107,582,111
1108,582,120
1109,582,114
1110,583,330
1111,583,335
1112,583,333
1113,584,23
1114,584,24
1115,584,26
1116,584,22
1117,584,27
1118,586,228
1119,586,228
1120,587,223
1121,588,84
1122,592,25
1123,592,22
1124,592,26
1125,593,342
1126,593,341
1127,594,41
1128,594,41
1129,594,45
1130,594,40
1131,595,187
1132,595,177
1133,596,249
1134,597,283
1135,598,44
1136,599,210
1137,599,205
1138,600,84
1139,601,344
1140,601,343
1141,602,120
1142,603,182
1143,605,336
1144,606,15
1145,608,225
1146,609,198
1147,610,90
1148,611,1
1149,612,196
1150,613,221
1151,613,219
1152,613,216
1153,613,218
1154,613,219
1155,614,23
1156,615,328
1157,615,327
1158,615,324
1159,615,324
1160,615,320
1161,616,175
1162,616,169
1163,617,275
1164,617,283
1165,618,111
1166,618,118
1167,618,119
1168,619,205
1169,619,208
1170,619,213
1171,620,342
1172,620,338
1173,621,13
1174,622,49
1175,622,51
1176,623,272
1177,623,267
1178,623,273
1179,626,180
1180,627,309
1181,629,311
1182,630,178
1183,630,181
1184,630,188
1185,630,182
1186,630,187
1187,631,18
1188,631,21
1189,631,15
1190,631,18
1191,631,14
1192,633,295
1193,633,298
1194,633,297
1195,634,29
1196,634,29
1197,634,36
1198,635,138
1199,635,142
1200,636,309
1201,637,29
1202,637,37
1203,638,179
1204,638,187
1205,639,278
1206,639,281
1207,640,177
1208,640,184
1209,640,186
1210,640,178
1211,641,57
1212,641,57
1213,642,131
1214,643,87
1215,643,95
1216,644,294
1217,645,52
1218,645,53
1219,646,177
1220,647,105
1221,647,100
1222,647,102
1223,648,121
1224,648,119
1225,649,194
1226,649,196
1227,650,284
1228,651,1
1229,651,3
1230,651,4
1231,652,176
1232,652,186
1233,652,176
1234,654,219
1235,654,215
1236,655,176
1237,655,183
1238,656,167
1239,656,163
1240,656,167
1241,656,173
1242,658,319
1243,659,161
1244,659,159
1245,660,95
1246,660,89
1247,660,94
1248,660,89
1249,662,113
1250,662,109
1251,663,317
1252,664,208
1253,664,212
1254,664,210
1255,664,212
1256,665,94
1257,667,112
1258,667,110
1259,667,111
1260,667,111
1261,667,121
1262,669,335
1263,670,339
1264,671,251
1265,671,239
1266,671,248
1267,672,270
1268,673,334
1269,673,334
1270,674,281
1271,675,272
1272,675,271
1273,675,267
1274,675,273
1275,676,215
1276,676,223
1277,676,219
1278,677,336
1279,677,333
1280,678,337
1281,678,337
1282,679,163
1283,679,169
1284,680,296
1285,680,294
1286,680,284
1287,681,302
1288,681,304
1289,682,34
1290,682,31
1291,682,29
1292,684,278
1293,685,73
1294,685,62
1295,686,67
1296,687,349
1297,688,186
1298,688,188
1299,689,156
1300,689,159
1301,691,96
1302,691,97
1303,691,107
1304,691,102
1305,692,56
1306,692,53
1307,693,225
1308,693,216
1309,694,305
1310,694,299
1311,695,278
1312,695,282
1313,695,280
1314,695,281
1315,695,282
1316,696,145
1317,696,139
1318,696,138
1319,697,136
1320,698,318
1321,699,251
1322,699,251
1323,699,239
1324,701,8
1325,702,296
1326,702,285
1327,703,111
1328,704,197
1329,704,194
1330,707,212
1331,707,214
1332,708,169
1333,709,233
1334,709,235
1335,709,233
1336,710,259
1337,710,257
1338,710,260
1339,710,259
1340,711,143
1341,711,138
1342,711,139
1343,712,67
1344,712,62
1345,712,73
1346,712,66
1347,712,65
1348,713,3
1349,714,280
1350,714,279
1351,714,279
1352,715,71
1353,715,71
1354,716,177
1355,716,188
1356,717,268
1357,717,265
1358,718,210
1359,718,209
1360,719,278
1361,719,279
1362,720,138
1363,721,4
1364,723,330
1365,724,335
1366,725,240
1367,726,131
1368,726,126
1369,726,123
1370,731,7
1371,732,43
1372,732,51
1373,732,41
1374,734,22
1375,734,24
1376,735,335
1377,736,22
1378,737,314
1379,737,314
1380,737,313
1381,737,311
1382,737,315
1383,738,283
1384,739,150
1385,739,156
1386,740,102
1387,740,98
1388,740,108
1389,741,224
1390,741,223
1391,741,215
1392,742,301
1393,743,8
1394,743,10
1395,744,304
1396,744,308
1397,745,267
1398,745,264
1399,745,271
1400,746,272
1401,746,273
1402,746,270
1403,746,268
1404,747,306
1405,747,305
1406,747,306
1407,748,273
1408,749,162
1409,749,147
1410,749,156
1411,749,159
1412,750,38
1413,750,38
1414,751,52
1415,751,58
1416,751,58
1417,753,274
1418,753,281
1419,754,182
1420,754,183
1421,754,187
1422,756,208
1423,757,319
1424,758,12
1425,759,14
1426,761,112
1427,761,113
1428,762,335
1429,762,330
1430,762,330
1431,763,120
1432,764,256
1433,766,224
1434,766,220
1435,766,220
1436,766,215
1437,767,168
1438,767,167
1439,767,165
1440,767,169
1441,767,164
1442,768,205
1443,768,208
1444,769,44
1445,769,48
1446,770,77
1447,771,231
1448,771,234
1449,772,149
1450,773,107
1451,773,106
1452,773,107
1453,774,33
1454,775,127
1455,775,127
1456,775,122
1457,775,125
1458,776,333
1459,776,336
1460,776,335
1461,778,274
1462,780,281
1463,780,282
1464,780,279
1465,782,350
1466,782,340
1467,782,347
1468,782,347
1469,783,234
1470,783,237
1471,783,226
1472,783,229
1473,784,40
1474,784,50
1475,785,312
1476,786,90
1477,786,87
1478,786,88
1479,786,90
1480,787,238
1481,787,235
1482,789,177
1483,789,186
1484,789,178
1485,790,176
1486,790,181
1487,790,186
1488,791,327
1489,791,322
1490,792,336
1491,792,335
1492,792,336
1493,793,262
1494,793,262
1495,793,257
1496,793,262
1497,793,258
1498,794,218
1499,795,165
1500,796,100
1501,796,108
1502,797,289
1503,797,297
1504,797,293
1505,797,284
1506,798,134
1507,799,166
1508,799,165
1509,800,279
1510,800,283
1511,801,101
1512,802,48
1513,802,40
1514,802,45
1515,803,75
1516,803,79
1517,804,279
1518,804,280
1519,805,225
1520,805,216
1521,805,220
1522,806,15
1523,806,16
1524,808,75
1525,808,83
1526,808,84
1527,809,106
1528,809,108
1529,809,99
1530,809,97
1531,810,80
1532,811,48
1533,811,42
1534,812,18
1535,812,19
1536,812,11
1537,813,232
1538,813,234
1539,813,230
1540,814,169
1541,814,164
1542,814,167
1543,814,171
1544,815,269
1545,815,264
1546,816,203
1547,817,125
1548,817,129
1549,817,134
1550,817,133
1551,819,193
1552,819,199
1553,819,203
1554,820,292
1555,820,288
1556,820,294
1557,821,307
1558,821,304
1559,822,323
1560,822,324
1561,823,9
1562,823,5
1563,825,107
1564,826,2
1565,828,81
1566,828,77
1567,829,279
1568,829,274
1569,829,282
1570,829,282
1571,830,236
1572,832,61
1573,832,74
1574,833,102
1575,833,106
1576,833,105
1577,834,322
1578,834,322
1579,834,323
1580,835,209
1581,835,212
1582,835,205
1583,836,209
1584,838,117
1585,838,117
1586,838,120
1587,839,197
1588,839,191
1589,839,197
1590,840,137
1591,841,175
1592,841,163
1593,842,253
1594,842,253
1595,842,255
1596,842,258
1597,844,314
1598,844,312
1599,844,316
1600,845,94
1601,845,90
1602,845,87
1603,845,94
1604,846,83
1605,846,83
1606,847,170
1607,847,167
1608,847,165
1609,848,88
1610,848,87
1611,848,95
1612,848,92
1613,848,90
1614,849,187
1615,849,183
1616,849,184
1617,849,181
1618,850,310
1619,852,294
1620,853,16
1621,853,17
1622,854,217
1623,854,219
1624,854,215
1625,855,325
1626,856,57
1627,856,55
1628,856,58
1629,857,195
1630,857,196
1631,857,194
1632,858,277
1633,859,326
1634,859,328
1635,860,121
1636,860,116
1637,861,180
1638,861,176
1639,861,179
1640,861,181
1641,861,189
1642,862,2
1643,862,3
1644,862,8
1645,863,24
1646,863,24
1647,863,25
1648,863,23
1649,864,229
1650,864,228
1651,864,226
1652,864,231
1653,864,231
1654,865,145
1655,865,141
1656,865,139
1657,866,167
1658,866,164
1659,866,163
1660,866,173
1661,866,173
1662,868,257
1663,868,259
1664,868,262
1665,869,19
1666,870,295
1667,870,294
1668,870,294
1669,870,284
1670,872,116
1671,872,109
1672,873,50
1673,873,43
1674,874,276
1675,874,278
1676,874,274
1677,874,275
1678,875,42
1679,877,147
1680,877,157
1681,878,221
1682,878,217
1683,878,216
1684,879,121
1685,879,114
1686,879,112
1687,879,119
1688,881,161
1689,881,162
1690,881,148
1691,881,157
1692,882,22
1693,884,85
1694,884,92
1695,885,255
1696,885,258
1697,886,217
1698,886,220
1699,886,220
1700,887,47
1701,887,49
1702,887,40
1703,887,42
1704,888,139
1705,888,146
1706,888,138
1707,888,144
1708,889,41
1709,889,39
1710,892,93
1711,892,92
1712,892,90
1713,893,162
1714,893,162
1715,896,174
1716,898,254
1717,898,257
1718,899,131
1719,899,123
1720,899,123
1721,901,214
1722,901,214
1723,901,206
1724,901,208
1725,903,202
1726,903,195
1727,904,316
1728,904,317
1729,904,318
1730,904,311
1731,905,264
1732,905,269
1733,905,268
1734,906,240
1735,906,248
1736,907,55
1737,907,58
1738,908,133
1739,908,131
1740,910,85
1741,911,321
1742,911,329
1743,911,325
1744,912,205
1745,914,260
1746,914,259
1747,914,257
1748,915,327
1749,915,323
1750,916,51
1751,916,48
1752,917,92
1753,919,229
1754,919,229
1755,920,320
1756,920,329
1757,922,216
1758,922,225
1759,923,310
1760,923,307
1761,924,46
1762,925,107
1763,925,96
1764,925,104
1765,926,275
1766,927,206
1767,928,177
1768,929,253
1769,929,261
1770,929,262
1771,929,259
1772,930,35
1773,930,32
1774,931,261
1775,931,255
1776,933,124
1777,933,130
1778,935,343
1779,935,338
1780,935,349
1781,936,122
1782,937,223
1783,937,222
1784,937,216
1785,937,216
1786,938,135
1787,939,80
1788,940,254
1789,940,260
1790,940,257
1791,941,230
1792,941,227
1793,942,287
1794,942,291
1795,942,296
1796,944,308
1797,944,307
1798,946,181
1799,946,177
1800,946,180
1801,946,178
1802,946,186
1803,947,70
1804,948,283
1805,948,274
1806,949,206
1807,949,212
1808,950,224
1809,951,103
1810,951,99
1811,951,98
1812,952,119
1813,953,31
1814,953,34
1815,953,28
1816,954,178
1817,954,183
1818,955,283
1819,955,280
1820,955,275
1821,956,134
1822,956,133
1823,957,32
1824,958,174
1825,959,26
1826,959,25
1827,959,26
1828,960,207
1829,961,240
1830,961,245
1831,961,245
1832,962,204
1833,963,321
1834,964,14
1835,964,12
1836,964,12
1837,965,259
1838,965,254
1839,966,279
1840,966,276
1841,968,292
1842,969,206
1843,969,205
1844,970,287
1845,970,297
1846,970,284
1847,970,291
1848,972,325
1849,972,325
1850,972,323
1851,972,323
1852,973,77
1853,973,84
1854,973,75
1855,973,81
1856,974,167
1857,974,172
1858,974,168
1859,975,224
1860,975,221
1861,975,225
1862,977,279
1863,977,279
1864,978,27
1865,978,25
1866,979,226
1867,979,226
1868,979,235
1869,979,228
1870,979,229
1871,982,346
1872,982,347
1873,982,347
1874,983,54
1875,984,26
1876,984,25
1877,985,58
1878,986,179
1879,986,183
1880,987,252
1881,987,251
1882,987,250
1883,987,248
1884,988,37
1885,988,32
1886,990,115
1887,990,110
1888,991,133
1889,991,123
1890,991,123
1891,991,122
1892,992,230
1893,992,233
1894,993,75
1895,993,84
1896,993,76
1897,993,79
1898,994,297
1899,994,290
1900,994,293
1901,995,323
1902,996,89
1903,996,87
1904,997,131
1905,997,133
1906,999,180
1907,999,176
1908,999,182
1909,1000,104
1910,1001,164
1911,1001,169
1912,1001,164
1913,1001,171
1914,1002,290
1915,1002,298
1916,1003,337
1917,1003,337
1918,1003,346
1919,1004,209
1920,1004,213
1921,1004,210
1922,1005,285
1923,1006,271
1924,1006,271
1925,1007,128
1926,1007,123
1927,1007,128
1928,1008,287
1929,1008,288
1930,1008,294
1931,1008,293
1932,1009,13
1933,1009,21
1934,1009,18
1935,1009,17
1936,1010,269
1937,1010,270
1938,1011,257
1939,1012,290
1940,1012,294
1941,1012,293
1942,1013,8
1943,1014,214
1944,1014,211
1945,1015,194
1946,1015,200
1947,1015,197
1948,1015,197
1949,1016,211
1950,1016,213
1951,1016,214
1952,1017,67
1953,1017,61
1954,1017,63
1955,1017,64
1956,1019,252
1957,1020,119
1958,1020,117
1959,1021,319
1960,1022,26
1961,1022,26
1962,1023,328
1963,1023,322
1964,1023,327
1965,1024,306
1966,1024,300
1967,1024,308
1968,1025,303
1969,1025,301
1970,1026,27
1971,1026,23
1972,1026,23
1973,1027,244
1974,1027,241
1975,1028,197
1976,1028,197
1977,1028,202
1978,1028,191
1979,1028,192
1980,1031,121
1981,1031,113
1982,1031,110
1983,1031,120
1984,1033,315
1985,1033,316
1986,1034,135
1987,1034,128
1988,1035,21
1989,1038,28
1990,1039,281
1991,1039,283
1992,1040,31
1993,1040,34
1994,1042,24
1995,1042,25
1996,1043,58
1997,1044,337
1998,1044,345
1999,1044,345
2000,1044,347
2001,1044,340
2002,1045,208
2003,1045,212
2004,1046,25
2005,1047,91
2006,1048,119
2007,1048,121
2008,1051,279
2009,1051,283
2010,1052,118
2011,1052,115
2012,1053,57
2013,1054,273
2014,1054,264
2015,1056,191
2016,1056,204
2017,1056,192
2018,1056,193
2019,1057,88
2020,1058,227
2021,1058,228
2022,1059,246
2023,1059,240
2024,1059,250
2025,1060,30
2026,1061,338
2027,1062,74
2028,1062,72
2029,1062,71
2030,1063,297
2031,1065,62
2032,1065,61
2033,1066,27
2034,1067,262
2035,1067,262
2036,1068,38
2037,1068,33
2038,1068,37
2039,1068,38
2040,1069,173
2041,1070,43
2042,1070,43
2043,1071,27
2044,1072,272
2045,1072,273
2046,1073,144
2047,1073,141
2048,1074,104
2049,1075,169
2050,1075,168
2051,1075,164
2052,1075,175
2053,1075,166
2054,1076,52
2055,1076,53
2056,1076,58
2057,1076,56
2058,1077,63
2059,1077,69
2060,1078,263
2061,1078,266
2062,1078,263
2063,1079,239
2064,1079,244
2065,1080,316
2066,1081,21
2067,1082,224
2068,1082,223
2069,1082,222
2070,1083,85
2071,1083,90
2072,1084,177
2073,1084,183
2074,1084,180
2075,1084,180
2076,1084,189
2077,1085,224
2078,1085,215
2079,1086,152
2080,1088,301
2081,1090,263
2082,1090,270
2083,1090,271
2084,1090,272
2085,1091,120
2086,1091,113
2087,1092,96
2088,1092,108
2089,1092,97
2090,1093,212
2091,1093,207
2092,1093,207
2093,1094,300
2094,1094,306
2095,1094,304
2096,1094,299
2097,1095,275
2098,1095,275
2099,1095,281
2100,1097,155
2101,1097,162
2102,1098,118
2103,1098,113
2104,1098,114
2105,1098,109
2106,1099,24
2107,1100,165
2108,1101,350
2109,1101,349
2110,1101,338
